report_date,meduzot_beach_name,source,species,intensity,actual,model_beach_id,model_beach_name,jellyfishnet_probability,jellyfishnet_yes_no,jellyfishnet_error,baseline_probability,baseline_yes_no,baseline_error
2024-06-17,,citizen_science_occurrence,Rhopilema nomadica,Few,1,7,Dor-Atlit,0.20579293370246887,No,,0.2418544590473175,No,
2024-06-18,,citizen_science_occurrence,Rhopilema nomadica,Some,1,14,Tel Aviv-Herzlia,0.5008247494697571,Yes,,0.6169213652610779,Yes,
2024-06-18,,citizen_science_occurrence,Rhopilema nomadica,Few,1,1,Nahariya-Rosh Hniqra,0.3886796832084656,No,,0.2587359845638275,No,
2024-06-18,,citizen_science_occurrence,Rhopilema nomadica,Few,1,13,Herzlia-Gaash,0.66728276014328,Yes,,0.7041538953781128,Yes,
2024-06-18,,citizen_science_occurrence,Rhopilema nomadica,Few,1,3,Kiryat Yam-Acco,0.2253292351961136,No,,0.3150045871734619,No,
2024-06-18,,citizen_science_occurrence,Rhopilema nomadica,Some,1,7,Dor-Atlit,0.19884935021400452,No,,0.2507447898387909,No,
2024-06-18,,citizen_science_occurrence,Rhopilema nomadica,Few,1,6,Atlit-Tira,0.1710961014032364,No,,0.27546852827072144,No,
2024-06-18,,citizen_science_occurrence,Cotylorhiza erythraea,Few,1,10,Michmoret-Hadera,0.31997373700141907,No,,0.45777714252471924,No,
2024-06-18,,citizen_science_occurrence,Rhizostoma pulmo,Few,1,9,Hadera-Jisr a zarqa,0.6007368564605713,Yes,,0.723480224609375,Yes,
2024-06-18,,citizen_science_occurrence,Rhopilema nomadica,Few,1,11,Natanya-Michmoret,0.544964075088501,Yes,,0.46455153822898865,No,
2024-06-18,,citizen_science_occurrence,Cnidaria,,1,15,Jaffa-Tel Aviv,0.3135935068130493,No,,0.48639142513275146,No,
2024-06-19,,citizen_science_occurrence,Mnemiopsis Leidyi,Some,1,1,Nahariya-Rosh Hniqra,0.36657068133354187,No,,0.2815585434436798,No,
2024-06-19,,citizen_science_occurrence,Rhopilema nomadica,Few,1,14,Tel Aviv-Herzlia,0.5061143636703491,Yes,,0.6050001382827759,Yes,
2024-06-19,,citizen_science_occurrence,Rhopilema nomadica,,1,15,Jaffa-Tel Aviv,0.3210688531398773,No,,0.5008387565612793,Yes,
2024-06-19,,citizen_science_occurrence,Rhopilema nomadica,Few,1,13,Herzlia-Gaash,0.6466076374053955,Yes,,0.7010178565979004,Yes,
2024-06-19,,citizen_science_occurrence,Rhizostoma pulmo,Some,1,18,Ashdod-Palmahim,0.41875219345092773,No,,0.6041505932807922,Yes,
2024-06-19,,citizen_science_occurrence,Rhopilema nomadica,Some,1,7,Dor-Atlit,0.21025578677654266,No,,0.2544674873352051,No,
2024-06-19,,citizen_science_occurrence,Rhopilema nomadica,,1,10,Michmoret-Hadera,0.34682512283325195,No,,0.4562588930130005,No,
2024-06-19,,citizen_science_occurrence,Rhopilema nomadica,Few,1,3,Kiryat Yam-Acco,0.20332716405391693,No,,0.28805139660835266,No,
2024-06-19,,citizen_science_occurrence,Rhopilema nomadica,Some,1,11,Natanya-Michmoret,0.5496658086776733,Yes,,0.49092912673950195,No,
2024-06-19,,citizen_science_occurrence,Rhopilema nomadica,Few,1,4,Shiqmona-Kiryat yam,0.14012539386749268,No,,0.1431168019771576,No,
2024-06-19,,citizen_science_occurrence,Cnidaria,,1,9,Hadera-Jisr a zarqa,0.5995626449584961,Yes,,0.7303014993667603,Yes,
2024-06-19,,citizen_science_occurrence,Cnidaria,Few,1,2,Acco-Nahariyah,0.1433144360780716,No,,0.22221113741397858,No,
2024-06-20,,citizen_science_occurrence,Rhopilema nomadica,Few,1,13,Herzlia-Gaash,0.6521234512329102,Yes,,0.7039074897766113,Yes,
2024-06-20,,citizen_science_occurrence,Rhopilema nomadica,Some,1,16,Rishon-Jaffa,0.4843788146972656,No,,0.3335959017276764,No,
2024-06-20,,citizen_science_occurrence,Cnidaria,,1,7,Dor-Atlit,0.16771972179412842,No,,0.23795177042484283,No,
2024-06-20,,citizen_science_occurrence,Cnidaria,,1,9,Hadera-Jisr a zarqa,0.6085415482521057,Yes,,0.7819880843162537,Yes,
2024-06-20,,citizen_science_occurrence,Cnidaria,,1,14,Tel Aviv-Herzlia,0.5221385955810547,Yes,,0.5680985450744629,Yes,
2024-06-20,,citizen_science_occurrence,Cnidaria,,1,10,Michmoret-Hadera,0.3376309871673584,No,,0.45909807085990906,No,
2024-06-20,,citizen_science_occurrence,Rhopilema nomadica,Few,1,2,Acco-Nahariyah,0.14378437399864197,No,,0.21056267619132996,No,
2024-06-20,,citizen_science_occurrence,Cnidaria,,1,1,Nahariya-Rosh Hniqra,0.35491761565208435,No,,0.19569385051727295,No,
2024-06-20,,citizen_science_occurrence,Rhopilema nomadica,Some,1,4,Shiqmona-Kiryat yam,0.13958992063999176,No,,0.1311405748128891,No,
2024-06-21,,citizen_science_occurrence,Rhopilema nomadica,Swarm,1,16,Rishon-Jaffa,0.507920503616333,Yes,,0.40296709537506104,No,
2024-06-21,,citizen_science_occurrence,Cnidaria,,1,7,Dor-Atlit,0.1404799222946167,No,,0.23621827363967896,No,
2024-06-21,,citizen_science_occurrence,Rhopilema nomadica,Few,1,13,Herzlia-Gaash,0.6401805877685547,Yes,,0.7399676442146301,Yes,
2024-06-21,,citizen_science_occurrence,Rhopilema nomadica,Some,1,3,Kiryat Yam-Acco,0.20263192057609558,No,,0.30370402336120605,No,
2024-06-21,,citizen_science_occurrence,Rhopilema nomadica,Some,1,4,Shiqmona-Kiryat yam,0.13791774213314056,No,,0.14034879207611084,No,
2024-06-21,,citizen_science_occurrence,Rhopilema nomadica,Some,1,15,Jaffa-Tel Aviv,0.45311272144317627,No,,0.5040172934532166,Yes,
2024-06-21,,citizen_science_occurrence,Rhizostoma pulmo,Few,1,14,Tel Aviv-Herzlia,0.5304693579673767,Yes,,0.5822272300720215,Yes,
2024-06-21,,citizen_science_occurrence,Rhopilema nomadica,,1,11,Natanya-Michmoret,0.5491208434104919,Yes,,0.4542820155620575,No,
2024-06-21,,citizen_science_occurrence,Cnidaria,,1,2,Acco-Nahariyah,0.1435924917459488,No,,0.22290831804275513,No,
2024-06-21,,citizen_science_occurrence,Cnidaria,,1,20,Gaza-Ashkelon,,,No data found for beach 20 on 2024-06-21,,,No data found for beach 20 on 2024-06-21
2024-06-21,,citizen_science_occurrence,Cnidaria,,1,10,Michmoret-Hadera,0.34674403071403503,No,,0.4903941750526428,No,
2024-06-21,,citizen_science_occurrence,Cnidaria,,1,1,Nahariya-Rosh Hniqra,0.3576370179653168,No,,0.22098802030086517,No,
2024-06-21,,citizen_science_occurrence,Cnidaria,,1,18,Ashdod-Palmahim,0.5228055119514465,Yes,,0.5854178667068481,Yes,
2024-06-21,,citizen_science_occurrence,Rhopilema nomadica,Few,1,6,Atlit-Tira,0.15796929597854614,No,,0.26667407155036926,No,
2024-06-22,,citizen_science_occurrence,Rhopilema nomadica,Few,1,14,Tel Aviv-Herzlia,0.5451912879943848,Yes,,0.605731189250946,Yes,
2024-06-22,,citizen_science_occurrence,Cnidaria,,1,1,Nahariya-Rosh Hniqra,0.3565767705440521,No,,0.22362975776195526,No,
2024-06-22,,citizen_science_occurrence,Cnidaria,,1,11,Natanya-Michmoret,0.584829568862915,Yes,,0.47207432985305786,No,
2024-06-22,,citizen_science_occurrence,Cnidaria,,1,15,Jaffa-Tel Aviv,0.4816678464412689,No,,0.514716386795044,Yes,
2024-06-22,,citizen_science_occurrence,Rhopilema nomadica,Few,1,13,Herzlia-Gaash,0.6750166416168213,Yes,,0.7366877794265747,Yes,
2024-06-22,,citizen_science_occurrence,Rhopilema nomadica,Few,1,4,Shiqmona-Kiryat yam,0.13645169138908386,No,,0.14238540828227997,No,
2024-06-22,,citizen_science_occurrence,Rhopilema nomadica,Few,1,7,Dor-Atlit,0.1345422863960266,No,,0.22880469262599945,No,
2024-06-22,,citizen_science_occurrence,Rhopilema nomadica,Few,1,2,Acco-Nahariyah,0.14367814362049103,No,,0.22679710388183594,No,
2024-06-22,,citizen_science_occurrence,Rhopilema nomadica,Few,1,6,Atlit-Tira,0.15540030598640442,No,,0.27141526341438293,No,
2024-06-22,,citizen_science_occurrence,Rhopilema nomadica,Few,1,20,Gaza-Ashkelon,,,No data found for beach 20 on 2024-06-22,,,No data found for beach 20 on 2024-06-22
2024-06-22,,citizen_science_occurrence,Rhopilema nomadica,Few,1,3,Kiryat Yam-Acco,0.20848503708839417,No,,0.2967357039451599,No,
2024-06-22,,citizen_science_occurrence,Rhopilema nomadica,Few,1,10,Michmoret-Hadera,0.37409335374832153,No,,0.4775044322013855,No,
2024-06-22,,citizen_science_occurrence,Cnidaria,,1,9,Hadera-Jisr a zarqa,0.622593879699707,Yes,,0.7856171131134033,Yes,
2024-06-22,,citizen_science_occurrence,Rhopilema nomadica,Few,1,18,Ashdod-Palmahim,0.5461161136627197,Yes,,0.5821102261543274,Yes,
2024-06-23,,citizen_science_occurrence,Rhopilema nomadica,Few,1,1,Nahariya-Rosh Hniqra,0.35631442070007324,No,,0.22289061546325684,No,
2024-06-23,,citizen_science_occurrence,Rhopilema nomadica,Some,1,15,Jaffa-Tel Aviv,0.5026912093162537,Yes,,0.5073491334915161,Yes,
2024-06-23,,citizen_science_occurrence,Cnidaria,,1,10,Michmoret-Hadera,0.38337111473083496,No,,0.4719086289405823,No,
2024-06-23,,citizen_science_occurrence,Rhopilema nomadica,Some,1,7,Dor-Atlit,0.13279226422309875,No,,0.22647228837013245,No,
2024-06-23,,citizen_science_occurrence,Cnidaria,,1,9,Hadera-Jisr a zarqa,0.6283707022666931,Yes,,0.7892816066741943,Yes,
2024-06-23,,citizen_science_occurrence,Cnidaria,,1,14,Tel Aviv-Herzlia,0.5567719340324402,Yes,,0.6177691221237183,Yes,
2024-06-23,,citizen_science_occurrence,Rhopilema nomadica,Few,1,18,Ashdod-Palmahim,0.5541756749153137,Yes,,0.5797434449195862,Yes,
2024-06-23,,citizen_science_occurrence,Rhopilema nomadica,Some,1,3,Kiryat Yam-Acco,0.2027382105588913,No,,0.2943224310874939,No,
2024-06-23,,citizen_science_occurrence,Rhopilema nomadica,Few,1,13,Herzlia-Gaash,0.6750742793083191,Yes,,0.7424593567848206,Yes,
2024-06-23,,citizen_science_occurrence,Rhopilema nomadica,Few,1,4,Shiqmona-Kiryat yam,0.134776771068573,No,,0.14185237884521484,No,
2024-06-23,,citizen_science_occurrence,Rhopilema nomadica,Few,1,8,Jisr a zarqa-Dor,0.583160400390625,Yes,,0.8748292922973633,Yes,
2024-06-23,,citizen_science_occurrence,Rhopilema nomadica,Few,1,2,Acco-Nahariyah,0.14272072911262512,No,,0.22774915397167206,No,
2024-06-24,,citizen_science_occurrence,Rhopilema nomadica,Some,1,1,Nahariya-Rosh Hniqra,0.3598489761352539,No,,0.22979143261909485,No,
2024-06-24,,citizen_science_occurrence,Rhopilema nomadica,Swarm,1,16,Rishon-Jaffa,0.534602165222168,Yes,,0.3946157693862915,No,
2024-06-24,,citizen_science_occurrence,Rhopilema nomadica,Some,1,4,Shiqmona-Kiryat yam,0.1332290917634964,No,,0.15258608758449554,No,
2024-06-24,,citizen_science_occurrence,Cnidaria,,1,9,Hadera-Jisr a zarqa,0.6319628357887268,Yes,,0.8023941516876221,Yes,
2024-06-24,,citizen_science_occurrence,Cnidaria,,1,13,Herzlia-Gaash,0.67421555519104,Yes,,0.7622102499008179,Yes,
2024-06-24,,citizen_science_occurrence,Rhopilema nomadica,Few,1,2,Acco-Nahariyah,0.14385603368282318,No,,0.24042750895023346,No,
2024-06-24,,citizen_science_occurrence,Rhopilema nomadica,Few,1,14,Tel Aviv-Herzlia,0.5761936902999878,Yes,,0.6334882974624634,Yes,
2024-06-24,,citizen_science_occurrence,Rhopilema nomadica,Some,1,19,Ashkelon-Ashdod,0.4435639977455139,No,,0.5288451910018921,Yes,
2024-06-25,,citizen_science_occurrence,Cnidaria,,1,15,Jaffa-Tel Aviv,0.545324981212616,Yes,,0.5190911293029785,Yes,
2024-06-25,,citizen_science_occurrence,Cnidaria,,1,13,Herzlia-Gaash,0.6765470504760742,Yes,,0.7721045613288879,Yes,
2024-06-25,,citizen_science_occurrence,Cnidaria,,1,14,Tel Aviv-Herzlia,0.5825802683830261,Yes,,0.6411685347557068,Yes,
2024-06-25,,citizen_science_occurrence,Rhopilema nomadica,Some,1,1,Nahariya-Rosh Hniqra,0.3623674511909485,No,,0.23285463452339172,No,
2024-06-25,,citizen_science_occurrence,Rhopilema nomadica,Few,1,18,Ashdod-Palmahim,0.5547219514846802,Yes,,0.592899739742279,Yes,
2024-06-25,,citizen_science_occurrence,Rhopilema nomadica,Few,1,6,Atlit-Tira,0.15332578122615814,No,,0.29481494426727295,No,
2024-06-25,,citizen_science_occurrence,Rhopilema nomadica,Some,1,8,Jisr a zarqa-Dor,0.5862694978713989,Yes,,0.8982086777687073,Yes,
2024-06-25,,citizen_science_occurrence,Cnidaria,,1,11,Natanya-Michmoret,0.6243882179260254,Yes,,0.4879428446292877,No,
2024-06-25,,citizen_science_occurrence,Cnidaria,,1,10,Michmoret-Hadera,0.4245797097682953,No,,0.4939526319503784,No,
2024-06-25,,citizen_science_occurrence,Rhopilema nomadica,Some,1,9,Hadera-Jisr a zarqa,0.633759617805481,Yes,,0.8080434203147888,Yes,
2024-06-26,,citizen_science_occurrence,Rhopilema nomadica,Some,1,7,Dor-Atlit,0.13292473554611206,No,,0.23552946746349335,No,
2024-06-26,,citizen_science_occurrence,Rhopilema nomadica,Few,1,13,Herzlia-Gaash,0.677930474281311,Yes,,0.7822306156158447,Yes,
2024-06-26,,citizen_science_occurrence,Rhopilema nomadica,Few,1,15,Jaffa-Tel Aviv,0.5469964742660522,Yes,,0.5217307806015015,Yes,
2024-06-26,,citizen_science_occurrence,Cnidaria,,1,4,Shiqmona-Kiryat yam,0.13419823348522186,No,,0.1604100912809372,No,
2024-06-26,,citizen_science_occurrence,Cnidaria,,1,9,Hadera-Jisr a zarqa,0.6341603398323059,Yes,,0.8142276406288147,Yes,
2024-06-26,,citizen_science_occurrence,Rhopilema nomadica,,1,6,Atlit-Tira,0.15520088374614716,No,,0.3001357316970825,No,
2024-06-26,,citizen_science_occurrence,Rhopilema nomadica,Some,1,2,Acco-Nahariyah,0.15042975544929504,No,,0.25244787335395813,No,
2024-06-26,,citizen_science_occurrence,Cnidaria,,1,14,Tel Aviv-Herzlia,0.5929178595542908,Yes,,0.6504487991333008,Yes,
2024-06-26,,citizen_science_occurrence,Cnidaria,,1,3,Kiryat Yam-Acco,0.2166195511817932,No,,0.315977543592453,No,
2024-06-27,,citizen_science_occurrence,Cnidaria,,1,7,Dor-Atlit,0.13312548398971558,No,,0.23469732701778412,No,
2024-06-27,,citizen_science_occurrence,Rhopilema nomadica,Few,1,13,Herzlia-Gaash,0.6775884628295898,Yes,,0.7921246290206909,Yes,
2024-06-27,,citizen_science_occurrence,Rhopilema nomadica,Some,1,9,Hadera-Jisr a zarqa,0.6337103843688965,Yes,,0.8192039132118225,Yes,
2024-06-27,,citizen_science_occurrence,Rhopilema nomadica,Swarm,1,16,Rishon-Jaffa,0.5459269881248474,Yes,,0.40904316306114197,No,
2024-06-27,,citizen_science_occurrence,Cnidaria,,1,14,Tel Aviv-Herzlia,0.6018462777137756,Yes,,0.6591524481773376,Yes,
2024-06-27,,citizen_science_occurrence,Rhopilema nomadica,Few,1,18,Ashdod-Palmahim,0.5844712853431702,Yes,,0.6067520380020142,Yes,
2024-06-27,,citizen_science_occurrence,Rhopilema nomadica,Few,1,3,Kiryat Yam-Acco,0.22128887474536896,No,,0.32053524255752563,No,
2024-06-27,,citizen_science_occurrence,Rhopilema nomadica,Few,1,15,Jaffa-Tel Aviv,0.5594190955162048,Yes,,0.5253207683563232,Yes,
2024-06-27,,citizen_science_occurrence,Cnidaria,,1,1,Nahariya-Rosh Hniqra,0.3689935505390167,No,,0.23952047526836395,No,
2024-06-27,,citizen_science_occurrence,Cnidaria,,1,10,Michmoret-Hadera,0.4624638557434082,No,,0.5021715760231018,Yes,
2024-06-28,,citizen_science_occurrence,Cnidaria,,1,12,Gaash-Natanya,0.6088702082633972,Yes,,0.45645835995674133,No,
2024-06-28,,citizen_science_occurrence,Cnidaria,,1,13,Herzlia-Gaash,0.6744515895843506,Yes,,0.8014084100723267,Yes,
2024-06-28,,citizen_science_occurrence,Cnidaria,,1,1,Nahariya-Rosh Hniqra,0.3715022802352905,No,,0.24339798092842102,No,
2024-06-28,,citizen_science_occurrence,Cnidaria,,1,14,Tel Aviv-Herzlia,0.6107599139213562,Yes,,0.667985737323761,Yes,
2024-06-28,,citizen_science_occurrence,Cnidaria,,1,11,Natanya-Michmoret,0.6442902088165283,Yes,,0.4960877597332001,No,
2024-06-28,,citizen_science_occurrence,Rhopilema nomadica,Few,1,10,Michmoret-Hadera,0.49146294593811035,No,,0.5069695115089417,Yes,
2024-06-28,,citizen_science_occurrence,Rhopilema nomadica,Few,1,3,Kiryat Yam-Acco,0.22725920379161835,No,,0.33158165216445923,No,
2024-06-28,,citizen_science_occurrence,Cnidaria,,1,20,Gaza-Ashkelon,,,No data found for beach 20 on 2024-06-28,,,No data found for beach 20 on 2024-06-28
2024-06-28,,citizen_science_occurrence,Rhopilema nomadica,Few,1,9,Hadera-Jisr a zarqa,0.633351743221283,Yes,,0.825058102607727,Yes,
2024-06-28,,citizen_science_occurrence,Cnidaria,,1,4,Shiqmona-Kiryat yam,0.13489356637001038,No,,0.16657426953315735,No,
2024-06-28,,citizen_science_occurrence,Rhopilema nomadica,Some,1,15,Jaffa-Tel Aviv,0.5655384659767151,Yes,,0.5305244326591492,Yes,
2024-06-28,,citizen_science_occurrence,Cnidaria,,1,7,Dor-Atlit,0.13380438089370728,No,,0.23706190288066864,No,
2024-06-28,,citizen_science_occurrence,Marivagia stellata,Few,1,6,Atlit-Tira,0.16309739649295807,No,,0.3093569576740265,No,
2024-06-29,,citizen_science_occurrence,Rhopilema nomadica,Swarm,1,16,Rishon-Jaffa,0.5522915124893188,Yes,,0.42030245065689087,No,
2024-06-29,,citizen_science_occurrence,Cnidaria,,1,14,Tel Aviv-Herzlia,0.6173083186149597,Yes,,0.6768845915794373,Yes,
2024-06-29,,citizen_science_occurrence,Rhopilema nomadica,Few,1,13,Herzlia-Gaash,0.6720010042190552,Yes,,0.8104965090751648,Yes,
2024-06-29,,citizen_science_occurrence,Rhopilema nomadica,Few,1,1,Nahariya-Rosh Hniqra,0.3732077181339264,No,,0.24409188330173492,No,
2024-06-29,,citizen_science_occurrence,Cnidaria,,1,18,Ashdod-Palmahim,0.5922160744667053,Yes,,0.6155014038085938,Yes,
2024-06-29,,citizen_science_occurrence,Cnidaria,,1,11,Natanya-Michmoret,0.6441173553466797,Yes,,0.49887749552726746,No,
2024-06-29,,citizen_science_occurrence,Cnidaria,,1,15,Jaffa-Tel Aviv,0.556093692779541,Yes,,0.5342767834663391,Yes,
2024-06-29,,citizen_science_occurrence,Rhopilema nomadica,Few,1,3,Kiryat Yam-Acco,0.23153895139694214,No,,0.336628794670105,No,
2024-06-29,,citizen_science_occurrence,Cnidaria,,1,7,Dor-Atlit,0.1332455724477768,No,,0.24007004499435425,No,
2024-06-29,,citizen_science_occurrence,Rhopilema nomadica,Few,1,4,Shiqmona-Kiryat yam,0.1352817565202713,No,,0.16983124613761902,No,
2024-06-29,,citizen_science_occurrence,Cnidaria,,1,6,Atlit-Tira,0.1683453470468521,No,,0.31260091066360474,No,
2024-06-29,,citizen_science_occurrence,Rhopilema nomadica,Few,1,10,Michmoret-Hadera,0.5178564786911011,Yes,,0.5134485363960266,Yes,
2024-06-29,,citizen_science_occurrence,Rhizostoma pulmo,Few,1,20,Gaza-Ashkelon,,,No data found for beach 20 on 2024-06-29,,,No data found for beach 20 on 2024-06-29
2024-06-29,,citizen_science_occurrence,Cnidaria,,1,2,Acco-Nahariyah,0.1670406609773636,No,,0.27087026834487915,No,
2024-06-30,,citizen_science_occurrence,Cnidaria,,1,14,Tel Aviv-Herzlia,0.6231619715690613,Yes,,0.6834343075752258,Yes,
2024-06-30,,citizen_science_occurrence,Cnidaria,,1,10,Michmoret-Hadera,0.5290911793708801,Yes,,0.5175036787986755,Yes,
2024-06-30,,citizen_science_occurrence,Rhopilema nomadica,Some,1,7,Dor-Atlit,0.13321933150291443,No,,0.24461112916469574,No,
2024-06-30,,citizen_science_occurrence,Cnidaria,,1,1,Nahariya-Rosh Hniqra,0.3758960962295532,No,,0.24436062574386597,No,
2024-06-30,,citizen_science_occurrence,Rhopilema nomadica,Some,1,15,Jaffa-Tel Aviv,0.5584514141082764,Yes,,0.539154589176178,Yes,
2024-06-30,,citizen_science_occurrence,Cnidaria,,1,11,Natanya-Michmoret,0.6413742303848267,Yes,,0.5026687979698181,Yes,
2024-06-30,,citizen_science_occurrence,Cnidaria,,1,19,Ashkelon-Ashdod,0.4430513381958008,No,,0.5408240556716919,Yes,
2024-07-01,,citizen_science_occurrence,Rhopilema nomadica,Some,1,18,Ashdod-Palmahim,0.5131696462631226,Yes,,0.6385515332221985,Yes,
2024-07-01,,citizen_science_occurrence,Cnidaria,,1,1,Nahariya-Rosh Hniqra,0.38734170794487,No,,0.25229302048683167,No,
2024-07-01,,citizen_science_occurrence,Cnidaria,,1,4,Shiqmona-Kiryat yam,0.14342790842056274,No,,0.18173760175704956,No,
2024-07-01,,citizen_science_occurrence,Cnidaria,,1,3,Kiryat Yam-Acco,0.2951710522174835,No,,0.3604925870895386,No,
2024-07-01,,citizen_science_occurrence,Cnidaria,,1,6,Atlit-Tira,0.2166413515806198,No,,0.3285733759403229,No,
2024-07-01,,citizen_science_occurrence,Cnidaria,,1,14,Tel Aviv-Herzlia,0.5982882380485535,Yes,,0.7013829946517944,Yes,
2024-07-01,,citizen_science_occurrence,Rhopilema nomadica,,1,10,Michmoret-Hadera,0.5150960683822632,Yes,,0.5326273441314697,Yes,
2024-07-01,,citizen_science_occurrence,Rhopilema nomadica,Few,1,2,Acco-Nahariyah,0.18332980573177338,No,,0.2914675176143646,No,
2024-07-02,,citizen_science_occurrence,Rhopilema nomadica,Few,1,13,Herzlia-Gaash,0.6259934306144714,Yes,,0.834580659866333,Yes,
2024-07-02,,citizen_science_occurrence,Cnidaria,,1,4,Shiqmona-Kiryat yam,0.14537709951400757,No,,0.18448619544506073,No,
2024-07-02,,citizen_science_occurrence,Rhopilema nomadica,Few,1,9,Hadera-Jisr a zarqa,0.6078834533691406,Yes,,0.8475502133369446,Yes,
2024-07-02,,citizen_science_occurrence,Cnidaria,,1,14,Tel Aviv-Herzlia,0.6038030385971069,Yes,,0.7056286931037903,Yes,
2024-07-02,,citizen_science_occurrence,Rhopilema nomadica,,1,18,Ashdod-Palmahim,0.4846685230731964,No,,0.6438353657722473,Yes,
2024-07-02,,citizen_science_occurrence,Rhopilema nomadica,Few,1,11,Natanya-Michmoret,0.5433499813079834,Yes,,0.5177062749862671,Yes,
2024-07-02,,citizen_science_occurrence,Rhopilema nomadica,Some,1,16,Rishon-Jaffa,0.5118675231933594,Yes,,0.44468820095062256,No,
2024-07-02,,citizen_science_occurrence,Cnidaria,,1,10,Michmoret-Hadera,0.5190927982330322,Yes,,0.5336251854896545,Yes,
2024-07-02,,citizen_science_occurrence,Cnidaria,,1,15,Jaffa-Tel Aviv,0.5114127993583679,Yes,,0.5622082948684692,Yes,
2024-07-03,,citizen_science_occurrence,Cnidaria,,1,15,Jaffa-Tel Aviv,0.4954451620578766,No,,0.5703012347221375,Yes,
2024-07-03,,citizen_science_occurrence,Rhopilema nomadica,Few,1,7,Dor-Atlit,0.14393754303455353,No,,0.2625463306903839,No,
2024-07-03,,citizen_science_occurrence,Rhopilema nomadica,Few,1,4,Shiqmona-Kiryat yam,0.14591217041015625,No,,0.18966549634933472,No,
2024-07-03,,citizen_science_occurrence,Rhopilema nomadica,Swarm,1,3,Kiryat Yam-Acco,0.30417412519454956,No,,0.37504181265830994,No,
2024-07-03,,citizen_science_occurrence,Rhopilema nomadica,Few,1,18,Ashdod-Palmahim,0.43113604187965393,No,,0.654479444026947,Yes,
2024-07-03,,citizen_science_occurrence,Rhopilema nomadica,Few,1,14,Tel Aviv-Herzlia,0.6011053323745728,Yes,,0.7144876718521118,Yes,
2024-07-03,,citizen_science_occurrence,Rhopilema nomadica,Some,1,8,Jisr a zarqa-Dor,0.5874261260032654,Yes,,0.9562958478927612,Yes,
2024-07-04,,citizen_science_occurrence,Rhopilema nomadica,Few,1,9,Hadera-Jisr a zarqa,0.6000009775161743,Yes,,0.8386828303337097,Yes,
2024-07-04,,citizen_science_occurrence,Rhizostoma pulmo,Few,1,6,Atlit-Tira,0.21956129372119904,No,,0.309513658285141,No,
2024-07-04,,citizen_science_occurrence,Rhopilema nomadica,Few,1,3,Kiryat Yam-Acco,0.29969701170921326,No,,0.3469846248626709,No,
2024-07-04,,citizen_science_occurrence,Cnidaria,,1,1,Nahariya-Rosh Hniqra,0.3421021103858948,No,,0.23167172074317932,No,
2024-07-04,,citizen_science_occurrence,Cnidaria,,1,15,Jaffa-Tel Aviv,0.46524739265441895,No,,0.5440059304237366,Yes,
2024-07-04,,citizen_science_occurrence,Cnidaria,,1,7,Dor-Atlit,0.14428743720054626,No,,0.2388623207807541,No,
2024-07-04,,citizen_science_occurrence,Cnidaria,,1,14,Tel Aviv-Herzlia,0.5973351001739502,Yes,,0.691081702709198,Yes,
2024-07-04,,citizen_science_occurrence,Cnidaria,,1,11,Natanya-Michmoret,0.32924142479896545,No,,0.4949900209903717,No,
2024-07-04,,citizen_science_occurrence,Phyllorhiza punctata,Few,1,18,Ashdod-Palmahim,0.34745854139328003,No,,0.6252638697624207,Yes,
2024-07-04,,citizen_science_occurrence,Cnidaria,,1,10,Michmoret-Hadera,0.4766024947166443,No,,0.5095230937004089,Yes,
2024-07-04,,citizen_science_occurrence,Rhopilema nomadica,Swarm,1,4,Shiqmona-Kiryat yam,0.14635005593299866,No,,0.1711227297782898,No,
2024-07-05,,citizen_science_occurrence,Cnidaria,,1,4,Shiqmona-Kiryat yam,0.14663586020469666,No,,0.16579830646514893,No,
2024-07-05,,citizen_science_occurrence,Rhopilema nomadica,Some,1,15,Jaffa-Tel Aviv,0.46067023277282715,No,,0.537369966506958,Yes,
2024-07-05,,citizen_science_occurrence,Rhopilema nomadica,Few,1,10,Michmoret-Hadera,0.4544309377670288,No,,0.5001176595687866,Yes,
2024-07-05,,citizen_science_occurrence,Phyllorhiza punctata,,1,14,Tel Aviv-Herzlia,0.5980422496795654,Yes,,0.6857357025146484,Yes,
2024-07-05,,citizen_science_occurrence,Rhopilema nomadica,Few,1,13,Herzlia-Gaash,0.6080350875854492,Yes,,0.8240213394165039,Yes,
2024-07-05,,citizen_science_occurrence,Rhopilema nomadica,Few,1,3,Kiryat Yam-Acco,0.2963443100452423,No,,0.3411949872970581,No,
2024-07-05,,citizen_science_occurrence,Phyllorhiza punctata,Few,1,18,Ashdod-Palmahim,0.32423296570777893,No,,0.6211451888084412,Yes,
2024-07-05,,citizen_science_occurrence,Cnidaria,,1,1,Nahariya-Rosh Hniqra,0.31700101494789124,No,,0.22384250164031982,No,
2024-07-05,,citizen_science_occurrence,Cnidaria,,1,9,Hadera-Jisr a zarqa,0.598822832107544,Yes,,0.8357821106910706,Yes,
2024-07-05,,citizen_science_occurrence,Cnidaria,,1,11,Natanya-Michmoret,0.30738067626953125,No,,0.48541781306266785,No,
2024-07-05,,citizen_science_occurrence,Rhizostoma pulmo,Few,1,20,Gaza-Ashkelon,,,No data found for beach 20 on 2024-07-05,,,No data found for beach 20 on 2024-07-05
2024-07-05,,citizen_science_occurrence,Cnidaria,,1,7,Dor-Atlit,0.14455892145633698,No,,0.23232018947601318,No,
